territori,tipus_de_territori,nacionalitat_espanya_ue_resta_estranger,any,poblacio
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,1998,10.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,1998,33.0
diagonal mar i el front maritim del poblenou,Barri,No consta,1998,
el besos i el maresme,Barri,Espanya,1998,21451.0
el besos i el maresme,Barri,Resta de la Unió Europea,1998,29.0
el besos i el maresme,Barri,Resta del món,1998,138.0
el besos i el maresme,Barri,No consta,1998,
provencals del poblenou,Barri,Espanya,1998,16976.0
provencals del poblenou,Barri,Resta de la Unió Europea,1998,40.0
provencals del poblenou,Barri,Resta del món,1998,191.0
provencals del poblenou,Barri,No consta,1998,
sant marti de provencals,Barri,Espanya,1998,27434.0
sant marti de provencals,Barri,Resta de la Unió Europea,1998,46.0
sant marti de provencals,Barri,Resta del món,1998,162.0
sant marti de provencals,Barri,No consta,1998,
la verneda i la pau,Barri,Espanya,1998,31915.0
la verneda i la pau,Barri,Resta de la Unió Europea,1998,35.0
la verneda i la pau,Barri,Resta del món,1998,147.0
la verneda i la pau,Barri,No consta,1998,
el raval,Barri,Espanya,1999,30650.0
el raval,Barri,Resta de la Unió Europea,1999,341.0
el raval,Barri,Resta del món,1999,4359.0
el raval,Barri,No consta,1999,6.0
el barri gotic,Barri,Espanya,1999,13085.0
el barri gotic,Barri,Resta de la Unió Europea,1999,308.0
el barri gotic,Barri,Resta del món,1999,1081.0
el barri gotic,Barri,No consta,1999,6.0
la barceloneta,Barri,Espanya,1999,14303.0
la barceloneta,Barri,Resta de la Unió Europea,1999,69.0
la barceloneta,Barri,Resta del món,1999,565.0
la barceloneta,Barri,No consta,1999,
sant pere santa caterina i la ribera,Barri,Espanya,1999,17809.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,1999,329.0
sant pere santa caterina i la ribera,Barri,Resta del món,1999,1628.0
sant pere santa caterina i la ribera,Barri,No consta,1999,
el fort pienc,Barri,Espanya,1999,27610.0
el fort pienc,Barri,Resta de la Unió Europea,1999,200.0
el fort pienc,Barri,Resta del món,1999,551.0
el fort pienc,Barri,No consta,1999,5.0
la sagrada familia,Barri,Espanya,1999,47866.0
la sagrada familia,Barri,Resta de la Unió Europea,1999,229.0
la sagrada familia,Barri,Resta del món,1999,918.0
la sagrada familia,Barri,No consta,1999,8.0
la dreta de leixample,Barri,Espanya,1999,38303.0
la dreta de leixample,Barri,Resta de la Unió Europea,1999,465.0
la dreta de leixample,Barri,Resta del món,1999,740.0
la dreta de leixample,Barri,No consta,1999,6.0
lantiga esquerra de leixample,Barri,Espanya,1999,38033.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,1999,375.0
lantiga esquerra de leixample,Barri,Resta del món,1999,1002.0
lantiga esquerra de leixample,Barri,No consta,1999,6.0
la nova esquerra de leixample,Barri,Espanya,1999,53647.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,1999,412.0
la nova esquerra de leixample,Barri,Resta del món,1999,1144.0
la nova esquerra de leixample,Barri,No consta,1999,
sant antoni,Barri,Espanya,1999,35228.0
sant antoni,Barri,Resta de la Unió Europea,1999,221.0
sant antoni,Barri,Resta del món,1999,765.0
sant antoni,Barri,No consta,1999,
el poble sec,Barri,Espanya,1999,32906.0
el poble sec,Barri,Resta de la Unió Europea,1999,177.0
el poble sec,Barri,Resta del món,1999,1191.0
el poble sec,Barri,No consta,1999,
la marina del prat vermell,Barri,Espanya,1999,1834.0
la marina del prat vermell,Barri,Resta de la Unió Europea,1999,
la marina del prat vermell,Barri,Resta del món,1999,15.0
la marina del prat vermell,Barri,No consta,1999,
la marina de port,Barri,Espanya,1999,26959.0
la marina de port,Barri,Resta de la Unió Europea,1999,60.0
la marina de port,Barri,Resta del món,1999,309.0
la marina de port,Barri,No consta,1999,
la font de la guatlla,Barri,Espanya,1999,9174.0
la font de la guatlla,Barri,Resta de la Unió Europea,1999,39.0
la font de la guatlla,Barri,Resta del món,1999,165.0
la font de la guatlla,Barri,No consta,1999,
hostafrancs,Barri,Espanya,1999,14226.0
hostafrancs,Barri,Resta de la Unió Europea,1999,77.0
hostafrancs,Barri,Resta del món,1999,358.0
hostafrancs,Barri,No consta,1999,
la bordeta,Barri,Espanya,1999,17255.0
la bordeta,Barri,Resta de la Unió Europea,1999,53.0
la bordeta,Barri,Resta del món,1999,281.0
la bordeta,Barri,No consta,1999,5.0
sants badal,Barri,Espanya,1999,23239.0
sants badal,Barri,Resta de la Unió Europea,1999,81.0
sants badal,Barri,Resta del món,1999,418.0
sants badal,Barri,No consta,1999,
sants,Barri,Espanya,1999,37375.0
sants,Barri,Resta de la Unió Europea,1999,146.0
sants,Barri,Resta del món,1999,665.0
sants,Barri,No consta,1999,
les corts,Barri,Espanya,1999,45569.0
les corts,Barri,Resta de la Unió Europea,1999,404.0
les corts,Barri,Resta del món,1999,627.0
les corts,Barri,No consta,1999,11.0
la maternitat i sant ramon,Barri,Espanya,1999,24028.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,1999,160.0
la maternitat i sant ramon,Barri,Resta del món,1999,322.0
la maternitat i sant ramon,Barri,No consta,1999,
pedralbes,Barri,Espanya,1999,10525.0
pedralbes,Barri,Resta de la Unió Europea,1999,321.0
pedralbes,Barri,Resta del món,1999,315.0
pedralbes,Barri,No consta,1999,
vallvidrera el tibidabo i les planes,Barri,Espanya,1999,2985.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,1999,90.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,1999,42.0
vallvidrera el tibidabo i les planes,Barri,No consta,1999,
sarria,Barri,Espanya,1999,20611.0
sarria,Barri,Resta de la Unió Europea,1999,445.0
sarria,Barri,Resta del món,1999,360.0
sarria,Barri,No consta,1999,
les tres torres,Barri,Espanya,1999,13262.0
les tres torres,Barri,Resta de la Unió Europea,1999,267.0
les tres torres,Barri,Resta del món,1999,183.0
les tres torres,Barri,No consta,1999,
sant gervasi la bonanova,Barri,Espanya,1999,21657.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,1999,364.0
sant gervasi la bonanova,Barri,Resta del món,1999,253.0
sant gervasi la bonanova,Barri,No consta,1999,
sant gervasi galvany,Barri,Espanya,1999,42607.0
sant gervasi galvany,Barri,Resta de la Unió Europea,1999,668.0
sant gervasi galvany,Barri,Resta del món,1999,810.0
sant gervasi galvany,Barri,No consta,1999,
el putxet i el farro,Barri,Espanya,1999,26123.0
el putxet i el farro,Barri,Resta de la Unió Europea,1999,373.0
el putxet i el farro,Barri,Resta del món,1999,459.0
el putxet i el farro,Barri,No consta,1999,5.0
vallcarca i els penitents,Barri,Espanya,1999,13897.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,1999,160.0
vallcarca i els penitents,Barri,Resta del món,1999,184.0
vallcarca i els penitents,Barri,No consta,1999,
el coll,Barri,Espanya,1999,6570.0
el coll,Barri,Resta de la Unió Europea,1999,52.0
el coll,Barri,Resta del món,1999,69.0
el coll,Barri,No consta,1999,
la salut,Barri,Espanya,1999,12824.0
la salut,Barri,Resta de la Unió Europea,1999,113.0
la salut,Barri,Resta del món,1999,155.0
la salut,Barri,No consta,1999,
la vila de gracia,Barri,Espanya,1999,45641.0
la vila de gracia,Barri,Resta de la Unió Europea,1999,460.0
la vila de gracia,Barri,Resta del món,1999,882.0
la vila de gracia,Barri,No consta,1999,8.0
el camp den grassot i gracia nova,Barri,Espanya,1999,33342.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,1999,214.0
el camp den grassot i gracia nova,Barri,Resta del món,1999,432.0
el camp den grassot i gracia nova,Barri,No consta,1999,
el baix guinardo,Barri,Espanya,1999,24509.0
el baix guinardo,Barri,Resta de la Unió Europea,1999,96.0
el baix guinardo,Barri,Resta del món,1999,373.0
el baix guinardo,Barri,No consta,1999,
can baro,Barri,Espanya,1999,8829.0
can baro,Barri,Resta de la Unió Europea,1999,33.0
can baro,Barri,Resta del món,1999,91.0
can baro,Barri,No consta,1999,
el guinardo,Barri,Espanya,1999,33832.0
el guinardo,Barri,Resta de la Unió Europea,1999,148.0
el guinardo,Barri,Resta del món,1999,459.0
el guinardo,Barri,No consta,1999,
la font den fargues,Barri,Espanya,1999,9773.0
la font den fargues,Barri,Resta de la Unió Europea,1999,38.0
la font den fargues,Barri,Resta del món,1999,32.0
la font den fargues,Barri,No consta,1999,
el carmel,Barri,Espanya,1999,33046.0
el carmel,Barri,Resta de la Unió Europea,1999,64.0
el carmel,Barri,Resta del món,1999,261.0
el carmel,Barri,No consta,1999,
la teixonera,Barri,Espanya,1999,11192.0
la teixonera,Barri,Resta de la Unió Europea,1999,24.0
la teixonera,Barri,Resta del món,1999,161.0
la teixonera,Barri,No consta,1999,
sant genis dels agudells,Barri,Espanya,1999,7014.0
sant genis dels agudells,Barri,Resta de la Unió Europea,1999,27.0
sant genis dels agudells,Barri,Resta del món,1999,80.0
sant genis dels agudells,Barri,No consta,1999,
montbau,Barri,Espanya,1999,5128.0
montbau,Barri,Resta de la Unió Europea,1999,8.0
montbau,Barri,Resta del món,1999,37.0
montbau,Barri,No consta,1999,
la vall dhebron,Barri,Espanya,1999,5428.0
la vall dhebron,Barri,Resta de la Unió Europea,1999,19.0
la vall dhebron,Barri,Resta del món,1999,73.0
la vall dhebron,Barri,No consta,1999,
la clota,Barri,Espanya,1999,453.0
la clota,Barri,Resta de la Unió Europea,1999,
la clota,Barri,Resta del món,1999,14.0
horta,Barri,Espanya,1999,26173.0
horta,Barri,Resta de la Unió Europea,1999,55.0
horta,Barri,Resta del món,1999,153.0
horta,Barri,No consta,1999,
vilapicina i la torre llobeta,Barri,Espanya,1999,24664.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,1999,50.0
vilapicina i la torre llobeta,Barri,Resta del món,1999,246.0
vilapicina i la torre llobeta,Barri,No consta,1999,
porta,Barri,Espanya,1999,23731.0
porta,Barri,Resta de la Unió Europea,1999,58.0
porta,Barri,Resta del món,1999,219.0
porta,Barri,No consta,1999,
el turo de la peira,Barri,Espanya,1999,14239.0
el turo de la peira,Barri,Resta de la Unió Europea,1999,22.0
el turo de la peira,Barri,Resta del món,1999,322.0
el turo de la peira,Barri,No consta,1999,
can peguera,Barri,Espanya,1999,2258.0
can peguera,Barri,Resta de la Unió Europea,1999,
can peguera,Barri,Resta del món,1999,28.0
la guineueta,Barri,Espanya,1999,16680.0
la guineueta,Barri,Resta de la Unió Europea,1999,25.0
la guineueta,Barri,Resta del món,1999,90.0
la guineueta,Barri,No consta,1999,
canyelles,Barri,Espanya,1999,8471.0
canyelles,Barri,Resta de la Unió Europea,1999,10.0
canyelles,Barri,Resta del món,1999,22.0
canyelles,Barri,No consta,1999,
les roquetes,Barri,Espanya,1999,15192.0
les roquetes,Barri,Resta de la Unió Europea,1999,22.0
les roquetes,Barri,Resta del món,1999,168.0
les roquetes,Barri,No consta,1999,
verdun,Barri,Espanya,1999,12489.0
verdun,Barri,Resta de la Unió Europea,1999,24.0
verdun,Barri,Resta del món,1999,136.0
verdun,Barri,No consta,1999,
la prosperitat,Barri,Espanya,1999,27055.0
la prosperitat,Barri,Resta de la Unió Europea,1999,33.0
la prosperitat,Barri,Resta del món,1999,188.0
la prosperitat,Barri,No consta,1999,
la trinitat nova,Barri,Espanya,1999,7610.0
la trinitat nova,Barri,Resta de la Unió Europea,1999,9.0
la trinitat nova,Barri,Resta del món,1999,44.0
la trinitat nova,Barri,No consta,1999,
torre baro,Barri,Espanya,1999,2296.0
torre baro,Barri,Resta de la Unió Europea,1999,14.0
torre baro,Barri,Resta del món,1999,16.0
torre baro,Barri,No consta,1999,
ciutat meridiana,Barri,Espanya,1999,9740.0
ciutat meridiana,Barri,Resta de la Unió Europea,1999,12.0
ciutat meridiana,Barri,Resta del món,1999,47.0
ciutat meridiana,Barri,No consta,1999,
vallbona,Barri,Espanya,1999,799.0
vallbona,Barri,Resta de la Unió Europea,1999,10.0
vallbona,Barri,Resta del món,1999,
vallbona,Barri,No consta,1999,
la trinitat vella,Barri,Espanya,1999,7716.0
la trinitat vella,Barri,Resta de la Unió Europea,1999,
la trinitat vella,Barri,Resta del món,1999,261.0
la trinitat vella,Barri,No consta,1999,
baro de viver,Barri,Espanya,1999,2342.0
baro de viver,Barri,Resta de la Unió Europea,1999,
baro de viver,Barri,Resta del món,1999,12.0
baro de viver,Barri,No consta,1999,
el bon pastor,Barri,Espanya,1999,9966.0
el bon pastor,Barri,Resta de la Unió Europea,1999,8.0
el bon pastor,Barri,Resta del món,1999,51.0
el bon pastor,Barri,No consta,1999,
sant andreu,Barri,Espanya,1999,51581.0
sant andreu,Barri,Resta de la Unió Europea,1999,101.0
sant andreu,Barri,Resta del món,1999,365.0
sant andreu,Barri,No consta,1999,
la sagrera,Barri,Espanya,1999,27380.0
la sagrera,Barri,Resta de la Unió Europea,1999,60.0
la sagrera,Barri,Resta del món,1999,409.0
la sagrera,Barri,No consta,1999,
el congres i els indians,Barri,Espanya,1999,13419.0
el congres i els indians,Barri,Resta de la Unió Europea,1999,35.0
el congres i els indians,Barri,Resta del món,1999,118.0
el congres i els indians,Barri,No consta,1999,
navas,Barri,Espanya,1999,21066.0
navas,Barri,Resta de la Unió Europea,1999,61.0
navas,Barri,Resta del món,1999,275.0
navas,Barri,No consta,1999,5.0
el camp de larpa del clot,Barri,Espanya,1999,35935.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,1999,176.0
el camp de larpa del clot,Barri,Resta del món,1999,690.0
el camp de larpa del clot,Barri,No consta,1999,
el clot,Barri,Espanya,1999,23176.0
el clot,Barri,Resta de la Unió Europea,1999,95.0
el clot,Barri,Resta del món,1999,391.0
el clot,Barri,No consta,1999,
el parc i la llacuna del poblenou,Barri,Espanya,1999,12004.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,1999,72.0
el parc i la llacuna del poblenou,Barri,Resta del món,1999,316.0
el parc i la llacuna del poblenou,Barri,No consta,1999,
la vila olimpica del poblenou,Barri,Espanya,1999,6406.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,1999,141.0
la vila olimpica del poblenou,Barri,Resta del món,1999,167.0
la vila olimpica del poblenou,Barri,No consta,1999,7.0
el poblenou,Barri,Espanya,1999,23799.0
el poblenou,Barri,Resta de la Unió Europea,1999,78.0
el poblenou,Barri,Resta del món,1999,354.0
el poblenou,Barri,No consta,1999,
diagonal mar i el front maritim del poblenou,Barri,Espanya,1999,4069.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,1999,10.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,1999,38.0
diagonal mar i el front maritim del poblenou,Barri,No consta,1999,
el besos i el maresme,Barri,Espanya,1999,21256.0
el besos i el maresme,Barri,Resta de la Unió Europea,1999,29.0
el besos i el maresme,Barri,Resta del món,1999,162.0
el besos i el maresme,Barri,No consta,1999,
provencals del poblenou,Barri,Espanya,1999,16841.0
provencals del poblenou,Barri,Resta de la Unió Europea,1999,36.0
provencals del poblenou,Barri,Resta del món,1999,240.0
provencals del poblenou,Barri,No consta,1999,
sant marti de provencals,Barri,Espanya,1999,27336.0
sant marti de provencals,Barri,Resta de la Unió Europea,1999,49.0
sant marti de provencals,Barri,Resta del món,1999,190.0
sant marti de provencals,Barri,No consta,1999,
la verneda i la pau,Barri,Espanya,1999,31482.0
la verneda i la pau,Barri,Resta de la Unió Europea,1999,45.0
la verneda i la pau,Barri,Resta del món,1999,172.0
la verneda i la pau,Barri,No consta,1999,
el raval,Barri,Espanya,2000,29760.0
el raval,Barri,Resta de la Unió Europea,2000,408.0
el raval,Barri,Resta del món,2000,5156.0
el raval,Barri,No consta,2000,9.0
el barri gotic,Barri,Espanya,2000,13107.0
el barri gotic,Barri,Resta de la Unió Europea,2000,438.0
el barri gotic,Barri,Resta del món,2000,1256.0
el barri gotic,Barri,No consta,2000,6.0
la barceloneta,Barri,Espanya,2000,14049.0
la barceloneta,Barri,Resta de la Unió Europea,2000,120.0
la barceloneta,Barri,Resta del món,2000,742.0
la barceloneta,Barri,No consta,2000,
sant pere santa caterina i la ribera,Barri,Espanya,2000,17224.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2000,382.0
sant pere santa caterina i la ribera,Barri,Resta del món,2000,1866.0
sant pere santa caterina i la ribera,Barri,No consta,2000,
el fort pienc,Barri,Espanya,2000,27468.0
el fort pienc,Barri,Resta de la Unió Europea,2000,222.0
el fort pienc,Barri,Resta del món,2000,660.0
el fort pienc,Barri,No consta,2000,
la sagrada familia,Barri,Espanya,2000,47463.0
la sagrada familia,Barri,Resta de la Unió Europea,2000,253.0
la sagrada familia,Barri,Resta del món,2000,1188.0
la sagrada familia,Barri,No consta,2000,19.0
la dreta de leixample,Barri,Espanya,2000,38119.0
la dreta de leixample,Barri,Resta de la Unió Europea,2000,548.0
la dreta de leixample,Barri,Resta del món,2000,901.0
la dreta de leixample,Barri,No consta,2000,6.0
lantiga esquerra de leixample,Barri,Espanya,2000,37370.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2000,418.0
lantiga esquerra de leixample,Barri,Resta del món,2000,1173.0
lantiga esquerra de leixample,Barri,No consta,2000,
la nova esquerra de leixample,Barri,Espanya,2000,53212.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2000,453.0
la nova esquerra de leixample,Barri,Resta del món,2000,1432.0
la nova esquerra de leixample,Barri,No consta,2000,
sant antoni,Barri,Espanya,2000,34762.0
sant antoni,Barri,Resta de la Unió Europea,2000,235.0
sant antoni,Barri,Resta del món,2000,970.0
sant antoni,Barri,No consta,2000,
el poble sec,Barri,Espanya,2000,32287.0
el poble sec,Barri,Resta de la Unió Europea,2000,209.0
